# x0 x1
0.395638 3.836920
-10.413110 -0.309143
-8.392807 -1.449530
-2.113088 -4.414383
-11.193203 -1.839183
7.090508 6.393523
-0.651002 5.187242
-7.775967 -5.216463
5.650190 8.874888
-1.898741 4.443260
1.386587 4.426021
9.419624 1.829571
-6.271113 -9.238288
9.216997 -3.916091
6.859142 6.814849
3.415859 4.130138
-7.707613 -9.823173
-6.055550 -8.441598
-3.880036 2.967370
8.019061 -4.037276
6.758425 8.080596
3.644796 5.387462
4.055988 6.142460
-11.209964 0.197870
10.498938 0.970256
5.408382 9.876601
8.553584 -3.429007
-8.687125 -8.330487
1.929164 4.066896
8.666333 1.113349
-4.907542 4.851821
6.966785 8.838015
-11.051659 -2.657032
7.921642 10.619937
-6.224753 -4.747759
-0.388004 5.536553
-8.216792 -9.793355
-4.152442 4.107818
-8.165659 8.938609
9.296030 -3.501562
-8.101679 9.275568
7.662386 10.356499
-2.931513 3.936921
-1.096120 -2.016210
-6.490807 -8.794410
-6.209688 -7.316886
-6.535050 -8.433428
7.657687 0.541487
7.635510 8.423069
-5.601111 -9.018369
-5.452220 -9.017424
-6.184981 -3.761645
-0.020275 2.534963
7.542802 -2.346344
8.108277 -0.350853
7.119361 9.121419
1.512935 0.041087
-5.476855 -7.448425
2.747954 -0.335319
-7.414604 9.440069
7.431587 9.125094
8.886278 -1.992440
-10.680982 -7.715744
8.225396 7.559252
-5.065817 -9.373112
8.527471 -3.872258
7.434977 8.994583
2.567333 4.796391
1.722805 0.521812
1.909242 3.339021
-4.798100 -9.457727
10.408579 1.094878
-1.912440 -1.602389
10.440384 1.540170
2.048843 4.979757
-6.748815 -4.141609
7.574743 7.821837
3.327603 3.878012
-6.636032 -3.363189
-3.870258 3.848548
-2.976323 3.032011
8.368483 -1.856872
-5.117382 -4.775330
8.242319 -4.323826
-1.463431 -1.139633
0.681414 4.435234
-10.410901 -2.961296
6.690680 8.392536
-0.692194 2.880715
-7.635085 -9.587777
8.604642 -3.439029
-8.470654 -9.167214
8.190875 8.281476
-6.600484 7.684018
0.965844 0.953886
5.040532 8.841755
-5.080820 -8.442858
-9.227566 -2.268320
-9.501294 -1.643929
-1.922863 -2.299705
7.165176 9.988757
-6.889911 -1.038216
-1.797126 4.472960
1.035364 4.737484
6.535218 9.342229
1.219173 3.818266
-3.827945 4.005385
-7.618412 -10.047231
0.744905 -1.026067
3.725532 2.232395
-9.766646 -9.433702
-2.060719 -2.494002
-7.405291 -4.438256
8.472613 1.392303
8.853644 8.864733
7.703155 -1.167285
8.002443 8.091624
8.331064 1.086767
9.036052 -3.122546
-8.332122 -4.056305
3.181422 3.478094
8.309465 0.289026
10.439436 -2.801150
8.880854 -1.845953
-10.685078 -2.743260
-7.789645 -5.015358
2.868793 1.211886
3.939620 4.752548
11.335373 0.505219
-8.070838 -3.488847
-6.585173 -7.406448
8.537240 0.050094
0.222951 -1.359098
-0.685253 4.214156
-7.084126 -3.197880
10.311535 0.456850
-6.013677 8.508582
-7.183488 -8.890559
8.227988 -1.559905
-9.705220 -2.054972
5.565963 7.915760
-8.572374 -2.622742
-0.600252 3.857773
-0.920727 3.609545
0.683539 1.825302
-10.265617 -1.801833
1.728205 4.548863
-5.527704 -7.343656
-2.263981 -1.959925
-4.101472 3.855039
6.605957 9.669530
-8.287959 -2.407928
8.368467 1.394651
1.644609 0.567036
-8.084662 8.729479
8.939043 0.332583
-6.070565 -8.954084
3.409891 2.992075
8.889433 -1.937550
-5.467563 -7.869012
10.198789 0.528376
9.130336 9.192284
-7.462083 -4.469212
1.449321 3.847381
-8.278374 -9.126433
7.947231 -2.903567
8.068442 -3.453011
8.607884 0.227488
0.919975 -0.453292
9.935117 -2.662481
0.167194 0.312865
2.041377 4.833855
-4.912268 2.602160
-5.627532 -9.125989
-6.108790 -4.542443
7.956892 9.603297
8.716811 -0.692660
-0.373611 -0.686495
-9.225579 -3.320779
9.308624 -0.563384
0.997555 1.101094
-8.291149 -7.946165
-7.335241 7.393213
-0.296215 4.444190
-10.341609 -0.708115
11.162322 0.148143
1.091945 0.063755
-3.217373 -3.234219
4.618450 9.493662
5.933397 10.463832
0.803756 0.660540
8.571701 10.552943
-2.408508 3.644969
4.953291 3.285588
4.520682 2.773084
8.618215 -0.779114
-3.203663 3.888996
7.452265 -1.387100
2.501049 4.635358
-1.309805 5.309275
-11.086660 -1.108811
-8.397319 -9.432951
8.492115 -1.954721
9.316619 -2.928922
-10.370337 -3.560608
-0.507727 3.481501
8.298196 9.627396
-0.079884 4.637902
-10.601107 -2.647456
-3.598299 -3.189463
-8.568450 -9.999700
7.005455 -1.772563
-10.476432 -2.698150
-9.804534 -10.206596
0.332756 3.207649
7.460815 -0.500289
0.799225 4.341052
9.044676 8.176016
1.572538 -0.849952
7.443886 -2.959577
-7.277209 -10.230129
0.661268 0.036456
-6.711734 -4.340001
-1.643883 -1.556603
8.749654 8.378224
8.335311 -1.041751
6.834246 -2.435024
-9.172085 -9.415992
-1.444982 3.110798
6.953148 8.030631
-5.854573 8.085912
-6.696779 8.245765
-4.892451 -3.898876
9.839956 1.333169
-6.335941 9.468278
1.450232 -0.121992
9.209793 6.381143
8.706443 9.321993
2.039999 3.916361
8.093333 -1.665759
-2.857709 3.893379
-2.353426 -4.638885
7.318841 8.989532
9.106016 8.856346
7.334215 8.501866
-6.479483 -5.028942
-7.651810 8.234224
-5.411327 3.104150
-8.719623 -0.977675
-7.384052 -9.278503
-7.826642 -9.865630
2.211829 2.742954
1.215850 0.324054
1.108011 2.771329
-7.465847 -9.645172
-6.172448 7.130207
9.452997 -1.059986
-5.110188 3.969493
5.737106 7.222804
-3.885373 -5.999214
1.920219 3.253696
-6.143029 8.314845
7.884819 9.097328
-6.192870 7.191264
-0.375503 2.009792
7.469480 8.739976
-0.184031 3.334710
-8.658846 -8.259694
0.128585 2.002878
-5.215950 2.912701
8.471195 -2.543722
7.698414 -1.400330
-2.746473 3.436075
-7.789021 8.862873
8.088169 8.460710
6.038898 9.283614
-7.683719 -7.859128
-7.357361 -8.544634
-2.790678 -2.488395
-6.678963 8.245070
1.562784 -1.330497
-4.900189 9.329266
-7.426794 8.650671
3.119924 4.388819
1.459036 4.098643
-6.949058 -8.322808
-10.215432 -1.798409
7.116174 -3.286121
8.660475 -2.517724
2.378334 4.664561
-5.762609 -7.108507
-3.663921 4.279757
-7.059134 -4.249762
-7.106013 7.830835
7.257963 -2.367871
-7.316245 6.392503
-3.442924 -1.191834
8.083023 -1.406970
-9.281147 -1.405118
-3.575776 5.412700
9.105024 -2.592165
8.870731 -2.638149
1.135895 3.651844
-7.672184 8.816766
-8.229729 -3.463841
-4.357175 3.159996
8.281904 7.535485
9.103883 0.151206
-9.305117 -1.861160
0.925867 -0.039853
6.042774 10.094450
-1.051370 4.553827
-8.590230 10.326175
7.334016 9.747694
9.392342 -1.998959
-6.426770 -7.581022
8.610489 8.224686
1.078579 4.024894
-10.489611 -1.053622
-8.900475 -9.096287
7.794668 -3.239374
9.235546 -1.449483
7.801943 -2.755577
7.705560 9.706106
-2.734751 4.057208
-5.143271 3.121274
-2.461073 1.639026
-7.145040 -8.983325
-3.948767 3.241293
-7.413996 -3.170912
9.192553 -0.177028
-7.803158 -2.964155
0.937262 4.493214
7.731939 -3.840414
7.618749 9.789270
8.681973 9.058739
-8.537990 -2.361109
1.313114 3.877355
8.626816 -2.397681
-1.801950 -1.329582
8.994617 -2.221400
9.749496 -2.235050
1.603554 4.542554
-4.284988 4.891198
-9.423574 8.887152
8.946666 8.979577
-2.239416 2.825605
-10.805484 -2.302817
9.112170 9.316684
-0.236990 5.087695
-9.868464 -1.234275
-7.038847 7.268531
8.899545 -2.202774
-4.845982 4.122288
2.652011 4.675361
6.291688 7.490454
-6.406003 -9.722087
6.700041 -2.143895
9.550927 -2.071585
-7.344111 -4.397706
-4.423337 -9.104329
-6.138893 7.378666
1.636862 5.135121
8.141538 -3.699223
10.218797 -0.653007
-1.470757 -3.297614
0.373306 3.087299
-3.150631 4.141345
10.315345 -0.480347
0.248874 4.973569
8.748454 0.628415
2.388065 4.358516
-2.443009 -2.488119
9.031072 -3.679977
-5.856555 7.656832
0.427399 0.766610
-2.106093 -1.168529
-2.052535 -1.070901
-1.287859 2.981708
5.996823 9.105527
8.936406 1.474299
9.594139 0.486868
7.997367 -2.256649
9.273194 0.066996
-4.182792 -2.972586
6.598349 -4.127066
6.728527 8.168001
8.989146 -0.794092
8.164878 -3.925050
-2.778899 -2.125912
-1.023577 4.992722
8.473597 -1.487632
-7.826783 -5.339882
7.947931 7.341776
-7.932708 -4.863289
0.856708 4.959463
-0.783092 4.079561
-0.628313 4.087175
8.903691 -2.944000
0.744351 5.569995
6.171391 -2.998313
1.150398 2.328990
-2.095272 4.710230
8.145825 -1.596934
-2.875854 -0.633710
8.713521 -1.761076
-1.851661 -1.420109
9.465438 0.637154
-8.569631 8.271309
-8.079876 -4.152483
-1.911441 3.073038
2.326516 3.276766
11.317952 2.240371
3.793736 4.408566
9.652616 0.943369
-1.556077 3.168114
7.741988 -2.661336
9.113108 -0.140743
9.296445 -3.244268
9.572365 1.316413
-9.912824 -0.839337
7.471370 -0.801236
8.412951 -3.337074
-7.639023 -2.488378
-7.260531 -10.838702
-8.948177 -1.899231
10.178864 -0.298064
-8.029953 8.775899
0.490157 -0.644204
6.693666 -1.915000
9.861133 -1.907534
-7.794447 -1.260493
9.361251 1.377915
-8.618764 -3.563329
4.927335 8.491703
6.030226 5.807959
-5.248413 4.836290
-6.280816 9.983132
-7.190379 -8.832936
-1.878791 -0.124799
4.358710 8.270703
0.459010 0.278287
-9.521165 -3.354905
-6.629392 -5.402696
-3.199290 -0.175519
7.732344 8.646635
-0.442342 4.139614
3.282679 4.102547
-7.171761 -6.468475
0.714992 -0.245498
9.328459 -1.241062
6.692162 8.452570
0.061919 2.912693
-7.145405 -9.335557
-7.938762 -9.065857
9.005333 0.261476
-7.206249 -4.261814
-8.921462 -8.272878
9.244457 9.608874
6.715238 7.866672
8.150546 -0.555577
7.759946 -1.141651
7.496420 -1.310602
-7.510045 -4.519296
-10.136039 -1.309414
9.416938 0.551952
0.921671 3.761636
8.911464 -4.678438
1.357867 0.651736
-8.832436 -8.797485
-6.042537 7.192295
1.139925 1.390971
8.795379 -2.130781
0.045857 3.121507
7.357130 -3.394202
-6.925554 7.933926
-6.104349 -9.770510
5.578648 10.460060
0.195254 4.498765
-9.246928 -2.217427
-1.389958 4.043273
-8.857142 -2.891871
-1.107213 -1.644045
-1.585671 -2.918965
-11.202816 -0.609370
-6.343702 7.055243
-11.177306 -3.452404
7.628890 9.955173
-8.744641 -8.624208
10.686935 -2.216202
9.536617 2.910058
-11.376921 -2.169711
7.131274 11.154358
-9.235610 -8.729074
9.031662 -2.467150
-7.046690 -3.437494
2.321872 5.108278
-9.700612 -0.782195
9.292971 -0.803573
9.589031 1.433911
2.117833 3.641472
-8.272651 9.715815
-6.438928 -3.175203
-1.482031 4.879147
9.371724 6.285529
0.693050 2.602954
9.143484 0.976804
-1.731221 2.653228
1.475317 4.456461
1.844123 -0.554036
-5.592111 -9.896932
0.920948 3.425819
1.495232 0.761623
7.916069 8.801147
-7.590139 -4.361985
2.001436 4.112064
7.175220 -0.278625
-8.835181 -2.025769
11.232218 0.581538
-7.571523 10.298620
8.287481 10.019220
-2.926508 -3.023517
-9.104337 -0.272092
8.649786 -2.692100
-7.193502 -4.136120
-2.261202 -1.507614
-0.703302 0.042889
-7.519438 -1.752775
2.618823 5.096879
5.558472 7.676835
6.751096 9.494152
-8.284890 -9.259501
7.989406 -1.373917
8.045610 -1.860914
-2.973297 -3.472534
-0.765803 1.310999
0.353191 3.755765
9.309422 -0.834626
9.942068 9.475759
7.935529 -1.777384
7.353978 7.172225
-7.971737 -10.040025
-0.796525 3.042639
6.567414 -2.834426
8.704738 1.148750
6.919536 8.124333
7.780701 7.459806
2.398118 3.936230
2.071140 5.049454
-11.082634 -2.921057
3.588155 3.233952
-2.003017 -1.758959
-4.408429 -9.866496
8.034961 8.101137
6.660618 10.528407
-6.519522 -8.752947
-10.323744 -3.457553
-7.877590 -10.722557
8.612362 -3.434445
-2.744189 3.620268
10.235885 -2.905975
6.822895 9.138466
-5.313162 -4.005728
-6.855521 -9.321743
9.464011 -2.222837
7.115205 8.720178
-7.074492 -10.270495
7.287276 -3.247510
-8.245748 -4.786280
4.409121 8.626290
8.672755 -2.664563
-4.356991 -8.793385
-4.044299 4.550277
-1.603815 1.614681
-0.730903 6.503738
-2.070528 5.393173
-3.893320 4.754942
1.509913 0.606080
7.716328 9.063149
9.102023 -0.318889
0.692553 3.580038
-5.357252 -8.009112
-6.649832 9.185268
-6.485918 -7.653097
8.496987 9.306125
0.500634 3.556953
-8.473497 -9.204001
-8.151768 8.136489
-5.230207 2.425262
-8.139279 7.510131
1.983216 3.458204
1.770931 4.086684
1.753528 0.752403
-10.647683 -1.239686
0.776707 -0.907332
2.419499 3.720567
-7.754981 -6.462466
-6.805753 -9.124729
0.554355 -1.272146
-1.570649 3.431137
-5.746558 9.294343
9.523918 -2.700971
7.502041 8.276312
-6.804344 -4.087945
9.120503 8.804673
1.188109 3.063831
7.817193 -1.391788
-9.021108 -3.093208
8.406526 8.407239
-8.084720 -10.304055
-2.771210 -2.948686
1.377748 1.737245
-7.907626 -4.369884
-8.309502 -10.411599
8.873210 1.705838
-6.123360 8.604633
6.688949 7.874543
-0.034153 4.298288
6.935386 11.107672
-6.390925 -3.924219
0.646283 5.372221
7.561091 8.889644
9.493467 1.528022
8.334539 9.999865
9.020767 -0.174751
7.487101 -1.705891
7.294662 0.436923
-4.381180 4.737641
6.135790 9.491123
-2.704688 -4.534773
-7.818972 -4.776671
3.914907 2.718737
8.098588 -2.439380
-7.436856 9.490750
-5.893815 -8.497617
-8.472738 -9.096031
-0.563821 2.028085
0.586800 4.743185
10.929362 8.909761
0.286768 2.445745
5.406995 10.741604
6.402634 8.880473
-1.868537 -2.799630
1.984657 4.262756
-8.158154 -11.297383
9.700470 -3.527813
-0.160858 5.156070
-7.970469 -10.091779
-6.883313 -10.547773
7.810901 -1.754679
8.988419 -2.860970
-8.883486 -8.285241
5.423874 8.039441
6.372195 8.435901
-2.657303 1.821141
8.927331 -2.639665
7.613114 8.731659
-2.568369 -2.498062
-6.506142 -10.363500
9.033939 9.003975
-4.008344 2.933880
6.088386 -2.357119
3.554320 4.453039
-8.159122 -11.292031
8.164314 7.674123
7.615302 -2.296427
6.876913 7.715164
3.141193 4.018345
8.048005 -2.134180
-8.013019 9.034930
-8.861605 -1.523119
-1.089485 4.134364
7.822951 0.106567
-6.461460 -7.535247
-1.175048 -2.924938
2.823706 3.474074
-9.057367 -8.711815
-7.551963 9.202017
-7.205676 6.935658
8.914034 0.347380
7.216576 9.271217
8.308790 8.932949
-1.229171 4.124760
-7.255507 -5.795133
1.795278 2.580511
-5.951551 -4.991378
-4.184044 3.222902
-6.769876 -3.996682
-1.809099 -2.360880
-8.404502 8.344503
-2.615708 -2.625795
2.380262 -1.091880
9.287933 -2.924157
7.770739 -2.986662
8.724069 -3.777230
8.543338 -2.523737
9.123608 -1.568874
-2.300818 -1.871043
7.677179 8.576137
1.109842 -0.978101
-5.833727 -9.865519
6.976675 8.052165
1.841304 4.835709
9.037031 1.078202
-0.247462 2.989242
6.387204 8.291445
-7.044953 9.070308
-1.343211 4.067359
7.194708 7.595930
9.450238 -2.320261
4.236033 4.773033
-7.733225 -8.752780
7.139697 8.419754
-5.909644 -9.274157
-7.981152 -9.918398
-3.165602 3.936478
-0.105118 4.368932
7.548494 7.526277
8.541947 1.975443
-0.715942 4.560472
-7.691724 -3.773678
-0.079997 4.207409
-8.224657 -3.554830
-1.049789 -3.536872
-6.514792 9.011242
-3.826260 2.754110
7.662500 -3.394238
9.881585 -1.049167
1.904685 4.671385
9.686241 -2.530513
-9.230276 -7.884628
-9.954532 -1.073829
8.530236 -2.284472
10.563666 1.232294
0.575103 -1.966511
-4.280948 3.912587
8.120873 -1.566643
1.988469 4.314349
7.196143 8.901929
-7.331080 -7.819934
9.145070 9.375811
6.424822 7.971317
-1.799096 3.339864
0.579704 0.384926
-8.744533 8.016280
-5.825900 -4.593912
10.143857 0.129856
3.556606 3.532786
-0.953549 5.308665
7.724660 8.521296
-1.527160 2.774647
-0.035719 3.665437
-2.333426 4.376556
-7.891503 9.136573
1.293028 3.165794
-4.753892 -9.780806
8.552839 -1.819385
7.431720 -2.570749
1.938853 1.427831
9.103888 0.867893
-11.014259 -1.816918
-6.698367 8.670645
10.108906 9.914254
-9.276922 -2.450506
-0.756949 0.682303
-5.000971 3.126885
8.293701 -2.314701
-8.945850 7.558882
-8.237044 -9.112926
-7.320818 -4.904425
-5.767531 -3.093969
8.876518 -1.379850
-0.765513 5.124303
-6.009463 -8.945726
-10.112373 -0.892511
-0.084982 -0.443843
-10.447622 1.001453
0.530251 4.255140
-3.773528 3.595677
-5.300728 -5.076059
-7.210278 -3.057737
-6.964312 -6.589794
-7.621739 -4.455161
1.118916 4.757736
-9.908907 -2.139334
2.391337 4.564617
1.377693 3.840374
8.512436 1.267617
7.126294 -1.585347
-6.383555 7.469897
9.392961 -0.055293
-1.509293 4.251460
-2.143182 -3.221652
-2.421825 3.261303
0.223058 7.180307
-3.414088 -2.922017
9.936884 1.457732
8.342121 9.325988
11.039925 -0.651968
-9.330590 -2.309732
-1.134258 2.106006
3.189796 3.388580
1.834549 -0.239569
2.870697 0.379107
2.329586 4.206981
-1.949402 -1.172252
2.690728 1.868041
-8.522458 -9.788133
9.516378 -3.408672
-4.809814 3.462020
-2.382407 -3.915898
-2.046828 -1.937925
8.132973 6.887660
8.568158 -2.008023
-5.320333 -8.014985
-0.553239 4.966122
1.664511 4.445802
9.277857 -0.840695
-7.145757 -8.381544
-8.319453 -10.961613
-1.226946 4.618117
-8.449062 -1.016863
8.439896 -1.620487
-10.726504 -0.673048
1.316017 4.489455
-2.013950 -1.360034
-8.301025 -1.587921
-7.275486 10.299414
-5.288528 -7.476410
8.403239 -2.630675
-9.691284 -2.041550
6.121832 8.402117
-6.652002 -2.882550
-5.466467 -9.308286
-9.823472 -2.991027
9.610973 1.386412
-7.525643 -3.911057
-7.009599 -5.107451
9.502700 1.709438
2.182131 0.607729
1.827644 0.828862
-2.947454 -4.328760
-0.591492 5.931912
-2.914462 -0.677083
4.855067 9.840733
-7.966659 -3.268159
8.499697 8.017776
-2.983286 -3.852065
-3.032187 4.036861
1.362499 -0.844912
-0.026656 3.156644
-5.637246 -6.990737
-7.372687 9.088319
6.661545 8.556850
-8.002859 -1.524861
-2.097346 -0.380273
3.110232 4.631107
-0.026498 2.625695
-4.648310 -8.659310
-5.805673 -3.191425
-6.686041 7.872435
-1.140334 -5.173332
8.287954 -0.509025
7.853750 -2.478649
-6.370906 -9.227908
6.343837 10.802099
10.118064 -0.196847
7.870298 -3.478097
-4.231841 3.760215
8.672845 0.370249
1.455065 0.340935
7.199075 -0.624376
9.502559 8.033818
1.542208 2.051573
1.136911 4.975799
9.599482 -2.039029
7.954626 -3.709830
1.516384 4.493377
0.233958 5.412797
0.875722 0.831839
-5.830214 -8.800925
0.348466 4.215971
-6.248046 -8.417885
8.497819 9.243318
-4.098335 -7.238656
1.013910 5.010178
1.050097 2.260146
-3.795416 -8.026671
0.738574 2.590641
9.452631 -0.623965
-10.606110 -1.343874
6.601851 8.636258
0.563185 4.153816
8.783839 -4.087010
-9.900957 -2.705350
1.852062 2.340186
-8.761547 -0.720848
1.866271 4.567066
-7.333699 -9.962673
7.583046 10.413911
-5.764384 -10.497134
-8.389243 9.117896
10.662128 -2.731180
6.591946 8.801047
-4.889623 -8.927192
10.031412 0.516238
-4.723362 4.344971
-2.720537 -1.353336
-5.812299 -5.002144
-8.818063 -8.486083
5.812826 8.507982
-7.975865 8.065716
-6.681250 -3.961516
7.979580 -2.221068
7.752617 -1.230257
5.967391 5.858670
8.313842 8.633687
9.120274 -1.608460
-7.824043 6.404017
-0.408357 1.939591
9.163000 -4.417926
8.392046 0.083218
-10.400901 -8.399782
-6.530985 -3.470336
8.652165 8.606342
0.312173 5.433138
3.512981 -0.103222
-4.407627 3.727293
1.568738 2.085633
0.576468 4.413269
0.736379 0.126774
-9.029339 -3.851133
8.195547 -1.040035
-11.283433 -2.621531
7.599269 0.841726
8.955295 -1.168000
6.703287 7.752673
-7.773653 -11.103017
-5.341955 -8.318349
-0.674694 5.907971
-1.980638 -1.352682
7.241664 8.698102
-1.185394 5.567040
7.704147 8.925074
0.812564 5.978483
