#	x0	x1
0.108585	1.396185
-6.917292	-5.685371
1.287476	7.327204
2.652934	-4.548645
0.685652	2.325585
1.944009	7.418609
1.904828	1.408662
3.634038	6.350574
-5.689195	-5.713399
1.758728	-4.664428
2.500033	5.756947
-1.838433	1.785055
0.866444	2.266173
2.454985	7.744979
1.875948	9.398948
0.289815	1.958781
-7.694379	-6.356600
3.329502	9.014294
2.320438	7.436971
-6.275263	-6.040585
-6.823737	-4.996927
1.677416	7.996013
-5.765675	-6.804053
1.806694	1.870589
-0.336473	-1.568227
0.957804	-1.419522
1.315290	-4.004149
2.219910	7.658418
-7.982072	-6.249067
3.298956	6.043092
4.451704	10.401671
2.812444	5.487195
-6.735883	-5.538139
1.960966	-2.736715
1.646197	6.865237
2.243144	0.102234
-6.268160	-6.313741
2.038720	7.326913
-6.094446	-5.827204
1.090981	2.340682
1.775608	-4.294936
3.183421	9.137673
1.653949	7.699167
3.330179	-3.602978
2.381228	2.563176
0.545730	-4.743271
-5.518996	-7.687756
0.351338	4.011995
-5.366775	-6.542374
1.430557	8.482764
2.333227	7.805381
2.166309	-5.011561
3.975198	7.308953
-7.384486	-6.595034
-6.482779	-4.533245
-6.366804	-5.471680
-5.501276	-5.408911
2.882969	-3.155207
-4.899533	-5.676654
-8.202843	-4.543951
1.239480	0.323824
-7.025180	-5.487507
-0.553302	2.758387
-6.201249	-6.988590
-0.182773	0.861479
0.573408	-2.778112
2.074899	0.571960
1.988439	8.848146
3.059157	8.214473
0.332406	-4.131403
3.323739	6.267523
2.429003	-3.660985
0.294246	1.590062
-6.971835	-5.555366
0.441777	2.293790
0.258382	-4.080870
1.040226	-4.264622
-6.457777	-6.610417
2.516267	4.533534
1.308345	1.346953
1.873225	8.271913
4.028071	8.777678
3.287741	-0.031705
-0.644399	2.357297
0.374161	-3.139413
0.354158	0.735623
-5.542518	-6.404306
3.052799	0.827649
1.483643	-2.554515
3.195176	7.599845
-7.715550	-6.778560
0.873900	0.516566
-6.945500	-7.996927
0.076843	-2.607547
2.169590	7.579690
-7.174723	-4.793158
-6.673890	-5.983397
-7.707960	-4.718422
-5.327544	-6.803374
-6.876378	-5.117489
3.112733	7.676122
1.338351	2.679603
0.711972	1.166681
-6.555151	-6.238624
-7.080903	-5.489983
-5.869358	-6.633356
1.445401	-3.797249
0.767235	-4.700315
1.011159	-2.567760
-7.398304	-6.033370
1.559038	8.543331
0.198899	2.505308
-5.904507	-2.993639
-0.475944	1.549588
2.831178	8.540123
1.572251	-1.194091
1.527548	1.763745
2.588999	7.111088
1.346992	-2.913343
1.452518	-2.674312
-4.650909	-5.687536
1.579389	7.051448
1.357230	0.782094
-6.312813	-6.993751
1.073869	6.763475
3.285880	7.136316
1.323349	2.415987
1.958352	-5.327832
0.264166	0.019243
-0.901865	-3.470580
3.102731	8.456578
-5.636058	-6.963627
1.993660	8.447599
0.732751	-4.129002
-6.183908	-5.773879
-7.687548	-5.561701
0.865755	1.760823
0.412678	-3.040128
